timestamp,T1_suction,P1_suction,T2_discharge,P2_discharge,T_ambient,leak_status
04-10-2025 04:15,11.21,5.26,82.5,20.78,36.59,0
04-10-2025 04:20,11.85,5.25,83.26,21.08,37.55,0
04-10-2025 04:25,10.62,5.3,80.91,20.52,36.1,0
04-10-2025 04:30,11.51,5.27,80.81,20.75,36.55,0
04-10-2025 04:35,11.18,5.51,82.44,21.39,37.3,0
04-10-2025 04:40,10.71,5.26,82.3,20.73,36.51,0
04-10-2025 04:45,11.4,5.35,81.49,20.9,37.81,0
04-10-2025 04:50,11.49,5.5,83.14,20.99,37.59,0
04-10-2025 04:55,11.11,5.33,81.23,21.52,37.46,0
04-10-2025 05:00,11.38,5.44,81.02,21.06,37.09,0
04-10-2025 05:05,11.17,5.43,81.83,21.4,37.48,0
04-10-2025 05:10,12.05,5.44,82.5,21.24,38.03,0
04-10-2025 05:15,10.97,5.3,82.25,20.93,37.07,0
04-10-2025 05:20,11.49,5.43,83.25,21.26,38.2,0
04-10-2025 05:25,11.35,5.32,81.33,21.06,37.3,0
04-10-2025 05:30,10.9,5.42,81.58,21.08,37.26,0
04-10-2025 05:35,11.19,5.48,81.58,21.07,37.13,0
04-10-2025 05:40,11.48,5.33,81.58,20.9,37.55,0
04-10-2025 05:45,11.14,5.26,83.26,21.23,37.48,0
04-10-2025 05:50,11.29,5.49,85.62,21.58,38.55,0
04-10-2025 05:55,11.18,5.41,80.6,20.99,37.71,0
04-10-2025 06:00,12.23,5.36,83.16,21.18,37.93,0
04-10-2025 06:05,11.22,5.37,81.85,21.4,37.84,0
04-10-2025 06:10,11.84,5.49,81.54,21.23,38.38,0
04-10-2025 06:15,11.62,5.52,81.45,21.23,38.2,0
04-10-2025 06:20,11.63,5.51,82.51,21.5,38.32,0
04-10-2025 06:25,11.18,5.31,82.25,21.28,37.45,0
04-10-2025 06:30,11.19,5.4,83.25,21.07,37.68,0
04-10-2025 06:35,11.76,5.39,82.45,21.11,37.57,0
04-10-2025 06:40,11.44,5.35,84.89,21.6,39.15,0
04-10-2025 06:45,11.89,5.54,82.03,21.39,37.97,0
04-10-2025 06:50,12.23,5.28,84,21.42,38.33,0
04-10-2025 06:55,11.62,5.6,82.23,21.45,38.17,0
04-10-2025 07:00,11.65,5.36,81.58,21.37,37.92,0
04-10-2025 07:05,11.37,5.36,84.27,21.31,37.92,0
04-10-2025 07:10,11.57,5.3,81.77,21.12,37.93,0
04-10-2025 07:15,11.28,5.42,82.06,21.12,37.77,0
04-10-2025 07:20,11.99,5.42,82.42,21.19,37.89,0
04-10-2025 07:25,11.92,5.51,81.88,21.71,38.14,0
04-10-2025 07:30,11.07,5.25,82.18,21.01,37.81,0
04-10-2025 07:35,11.77,5.47,82.91,21.24,37.88,0
04-10-2025 07:40,11.8,5.47,82.62,20.97,37.28,0
04-10-2025 07:45,11.04,5.31,82.09,20.95,37.45,0
04-10-2025 07:50,11.55,5.41,81.93,21.03,37.06,0
04-10-2025 07:55,11.19,5.42,81.01,21.18,37.54,0
04-10-2025 08:00,11.6,5.39,83.64,21.36,37.89,0
04-10-2025 08:05,11.12,5.62,82.65,21.12,37.56,0
04-10-2025 08:10,11.37,5.42,81.57,21.13,37.47,0
04-10-2025 08:15,11.55,5.29,82.34,21.37,38.11,0
04-10-2025 08:20,11.47,5.35,82.43,21.09,36.87,0
04-10-2025 08:25,11.44,5.28,81.58,20.66,36.69,0
04-10-2025 08:30,11.97,5.27,81.49,20.89,36.62,0
04-10-2025 08:35,11.91,5.23,82.34,21.35,38.07,0
04-10-2025 08:40,11.89,5.32,81.36,21.16,37.52,0
04-10-2025 08:45,11.16,5.32,80.24,20.69,36.9,0
04-10-2025 08:50,10.86,5.38,81.2,21.41,37.22,0
04-10-2025 08:55,11.17,5.3,82.35,21,36.49,0
04-10-2025 09:00,12.02,5.2,82.46,20.7,37.41,0
04-10-2025 09:05,11.52,5.47,81.36,21.47,37.6,0
04-10-2025 09:10,10.79,5.25,83.07,20.66,36.73,0
04-10-2025 09:15,11.62,5.3,79.55,20.93,36.65,0
04-10-2025 09:20,10.59,5.45,79.55,20.71,36.32,0
04-10-2025 09:25,10.95,5.42,80.78,20.74,36.72,0
04-10-2025 09:30,11.02,5.3,79.58,20.47,36.15,0
04-10-2025 09:35,10.55,5.34,81.61,20.57,36.01,0
04-10-2025 09:40,11.03,5.38,81.14,20.52,35.68,0
04-10-2025 09:45,10.82,5.22,80,20.36,35.21,0
04-10-2025 09:50,11.02,5.27,82.21,21,36.25,0
04-10-2025 09:55,11.15,5.41,82.06,21.2,37.37,0
04-10-2025 10:00,10.97,5.27,80.92,20.82,36.25,0
04-10-2025 10:05,10.43,5.16,79.16,20.53,34.73,0
04-10-2025 10:10,10.75,5.26,79.04,20.33,35.27,0
04-10-2025 10:15,10.04,5.32,80.06,20.29,35.22,0
04-10-2025 10:20,10.91,5.34,79.08,20.29,34.7,0
04-10-2025 10:25,11.02,5.39,82.07,20.34,35.7,0
04-10-2025 10:30,10.58,5.21,79.67,20.61,35.09,0
04-10-2025 10:35,10.87,5.37,78.41,20.23,34.94,0
04-10-2025 10:40,11.19,5.3,80.42,20.02,34.33,0
04-10-2025 10:45,10.17,5.23,78.7,19.92,34.02,0
04-10-2025 10:50,10.21,5.26,78.3,20.03,34.52,0
04-10-2025 10:55,10.35,5.3,80.2,20.21,34.45,0
04-10-2025 11:00,10.28,5.31,78.88,19.81,33.79,0
04-10-2025 11:05,9.99,5.32,79.12,19.91,34.21,0
04-10-2025 11:10,10.33,5.18,79.02,19.67,33.82,0
04-10-2025 11:15,10.74,5.19,78.98,19.88,33.32,0
04-10-2025 11:20,10.48,5.17,76.9,19.84,33.5,0
04-10-2025 11:25,10.35,5.23,75.41,19.33,32.31,0
04-10-2025 11:30,9.84,5.1,79.58,20.01,33.77,0
04-10-2025 11:35,10.65,5.14,78.47,19.65,33.53,0
04-10-2025 11:40,10.58,5.35,77.95,19.52,33.03,0
04-10-2025 11:45,10.24,5.19,76.77,19.51,32.41,0
04-10-2025 11:50,9.95,5.25,76.24,19.26,32.29,0
04-10-2025 11:55,10.4,5.24,76.72,19.7,32.74,0
04-10-2025 12:00,10.33,5.15,75.54,19.39,32,0
04-10-2025 12:05,9.99,5.09,75.84,19.51,32.37,0
04-10-2025 12:10,10.13,5.1,77.91,19.63,33.12,0
04-10-2025 12:15,9.8,5.35,76.82,19.16,32.27,0
04-10-2025 12:20,10.54,5.22,74.87,19.28,32.31,0
04-10-2025 12:25,9.49,5.03,75.03,18.74,31.33,0
04-10-2025 12:30,10.55,5.14,75.91,19.07,31.61,0
04-10-2025 12:35,9.64,5.14,76.2,19.12,31.2,0
04-10-2025 12:40,9.78,4.88,76.32,18.84,31,0
04-10-2025 12:45,9.66,5.2,76.09,19.09,30.9,0
04-10-2025 12:50,9.84,5.02,74.88,18.91,30.87,0
04-10-2025 12:55,10.07,5.21,76.95,19.09,30.92,0
04-10-2025 13:00,10.26,5.2,74.36,18.86,30.42,0
04-10-2025 13:05,10.2,5.08,74.82,18.66,31.42,0
04-10-2025 13:10,9.35,5.11,74.76,18.68,30.37,0
04-10-2025 13:15,9.48,5.02,75.76,18.55,29.93,0
04-10-2025 13:20,9.28,5.11,73.16,18.63,30.17,0
04-10-2025 13:25,9.14,5.05,74.35,18.79,29.85,0
04-10-2025 13:30,9.14,5.02,72.66,18.21,28.52,0
04-10-2025 13:35,9.04,5.07,73.4,18.45,29.63,0
04-10-2025 13:40,9.67,5.11,74.69,18.43,29.91,0
04-10-2025 13:45,8.74,4.94,73.95,18.53,29.75,0
04-10-2025 13:50,9.34,4.94,74.85,18.18,29.11,0
04-10-2025 13:55,9.5,4.91,72.99,18.08,28.69,0
04-10-2025 14:00,9.5,5.11,74.19,18.33,30.14,0
04-10-2025 14:05,9.29,4.91,74.26,18.5,29.61,0
04-10-2025 14:10,9.2,4.97,74.23,17.99,28.83,0
04-10-2025 14:15,9.12,5.09,72.61,18.18,28.88,0
04-10-2025 14:20,9.29,4.98,73.9,18.04,28.55,0
04-10-2025 14:25,9.29,4.96,72.22,18.09,27.72,0
04-10-2025 14:30,8.95,5.03,71.45,17.71,27.97,0
04-10-2025 14:35,8.92,4.79,71.16,18.08,27.87,0
04-10-2025 14:40,9.48,4.98,72.56,18.16,28.66,0
04-10-2025 14:45,9.04,5.16,71.87,17.94,27.78,0
04-10-2025 14:50,8.61,4.99,71.21,17.73,26.93,0
04-10-2025 14:55,9.2,4.96,72.51,17.7,27.69,0
04-10-2025 15:00,9.4,4.99,73.61,17.77,28.16,0
04-10-2025 15:05,8.77,5.01,71.95,17.4,26.67,0
04-10-2025 15:10,9,4.98,72.99,17.64,27.91,0
04-10-2025 15:15,8.85,4.84,71.35,17.61,27.19,0
04-10-2025 15:20,9.06,4.94,70.82,17.6,26.35,0
04-10-2025 15:25,8.72,4.74,70.86,17.61,26.53,0
04-10-2025 15:30,8.44,4.98,71.66,17.68,27.33,0
04-10-2025 15:35,8.32,4.88,72.14,17.57,26.95,0
04-10-2025 15:40,8.87,5,71.79,17.63,26.8,0
04-10-2025 15:45,8.39,4.96,71.64,17.59,26.38,0
04-10-2025 15:50,8.71,4.9,69.78,17.35,27,0
04-10-2025 15:55,8.16,4.95,70.79,17.39,26.04,0
04-10-2025 16:00,8.67,4.73,69.61,17.27,26.29,0
04-10-2025 16:05,8.73,4.8,68.22,16.68,25.15,0
04-10-2025 16:10,8.8,4.95,71.43,17.33,27.09,0
04-10-2025 16:15,8.6,4.83,69.87,17.32,26.09,0
04-10-2025 16:20,8.58,4.79,68.43,16.9,25.48,0
04-10-2025 16:25,8.77,5.1,68.99,16.89,25.08,0
04-10-2025 16:30,8.44,4.87,69.63,17.04,25.69,0
04-10-2025 16:35,8.51,4.82,69.21,17.32,25.4,0
04-10-2025 16:40,8.78,4.87,69.64,16.73,25.63,0
04-10-2025 16:45,8.57,4.87,68.08,16.9,24.93,0
04-10-2025 16:50,8.33,4.79,69.7,17.13,25.5,0
04-10-2025 16:55,8.38,4.94,70.06,17.13,25.93,0
04-10-2025 17:00,8.7,4.92,69.2,17.12,25.71,0
04-10-2025 17:05,8.05,4.74,67.35,16.87,25.06,0
04-10-2025 17:10,8.26,4.95,69.08,16.88,25.18,0
04-10-2025 17:15,8.26,4.86,68.88,16.47,24.54,0
04-10-2025 17:20,8.69,4.91,69.23,16.82,25.26,0
04-10-2025 17:25,8.14,4.93,69.82,17,25.34,0
04-10-2025 17:30,7.83,4.91,69.38,17.06,25.54,0
04-10-2025 17:35,8.7,4.84,68.31,16.77,24.86,0
04-10-2025 17:40,8.02,4.94,67.57,17.02,24.78,0
04-10-2025 17:45,8.1,4.97,69.51,17.18,25.88,0
04-10-2025 17:50,8.14,4.93,69.57,17.02,25.71,0
04-10-2025 17:55,8.44,4.76,69.45,17.01,24.73,0
04-10-2025 18:00,8.37,4.83,68.32,16.94,24.82,0
04-10-2025 18:05,8.42,4.76,68.21,16.33,24.3,0
04-10-2025 18:10,8.36,4.88,69.35,17.02,25.24,0
04-10-2025 18:15,8.62,4.74,69.66,16.99,25.28,0
04-10-2025 18:20,8.05,4.74,70.7,16.91,25.06,0
04-10-2025 18:25,8.04,4.77,69.2,16.56,24.53,0
04-10-2025 18:30,7.76,4.86,69.32,16.86,24.84,0
04-10-2025 18:35,8.94,4.91,69.85,17.41,25.97,0
04-10-2025 18:40,8.64,4.8,68.17,16.84,24.88,0
04-10-2025 18:45,7.87,4.87,69.61,16.69,24.73,0
04-10-2025 18:50,8.8,4.95,69.32,16.86,25.31,0
04-10-2025 18:55,8.38,4.7,68.76,16.65,24.61,0
04-10-2025 19:00,8.79,4.95,69.54,17.21,25.79,0
04-10-2025 19:05,7.68,4.79,68.5,16.69,24.34,0
04-10-2025 19:10,8.14,4.82,69.13,16.93,24.82,0
04-10-2025 19:15,7.67,4.96,69.6,17,24.79,0
04-10-2025 19:20,8.25,4.93,69.26,16.79,25.85,0
04-10-2025 19:25,8.73,4.88,69.22,16.57,25.26,0
04-10-2025 19:30,8,4.8,68.64,16.74,24.73,0
04-10-2025 19:35,8.73,4.81,69.92,17.13,25.83,0
04-10-2025 19:40,7.79,4.77,69.53,16.85,25.17,0
04-10-2025 19:45,7.96,4.77,69.65,17.16,25.05,0
04-10-2025 19:50,7.49,4.94,67.28,16.63,24.64,0
04-10-2025 19:55,8.47,5.02,70.48,17.28,26.15,0
04-10-2025 20:00,8.61,4.86,69.21,16.94,25.27,0
04-10-2025 20:05,7.98,5.04,68.38,16.74,25.24,0
04-10-2025 20:10,8.01,4.9,69.29,17.11,25.88,0
04-10-2025 20:15,8.92,4.89,70.39,17.23,25.84,0
04-10-2025 20:20,8.93,4.95,70.7,16.95,25.75,0
04-10-2025 20:25,8.22,4.97,69.72,17.15,26.33,0
04-10-2025 20:30,8.07,4.84,70,16.98,25.84,0
04-10-2025 20:35,8.76,4.85,71.05,17,25.96,0
04-10-2025 20:40,8.87,4.89,69.63,17.27,26.06,0
04-10-2025 20:45,8.49,4.91,69.72,17.09,25.96,0
04-10-2025 20:50,8.56,4.97,69.54,16.91,26.18,0
04-10-2025 20:55,8.76,5.02,69.83,17.26,25.84,0
04-10-2025 21:00,8.85,4.9,71.3,17.69,26.85,0
04-10-2025 21:05,8.11,4.76,70.67,17.07,25.75,0
04-10-2025 21:10,8.44,4.93,71.08,17.34,26.9,0
04-10-2025 21:15,9.08,4.85,70.01,17.45,26.26,0
04-10-2025 21:20,8.15,4.86,69.32,17.53,26,0
04-10-2025 21:25,8.78,4.97,71.98,17.55,27.2,0
04-10-2025 21:30,9.33,5,71.99,17.73,28.04,0
04-10-2025 21:35,8.84,4.91,71.71,17.34,26.91,0
04-10-2025 21:40,9.01,4.98,70.95,17.42,27.17,0
04-10-2025 21:45,8.49,4.84,70.54,17.11,26.22,0
04-10-2025 21:50,9.37,4.97,70.77,17.64,27.37,0
04-10-2025 21:55,9.02,5.08,72.1,17.47,27.48,0
04-10-2025 22:00,8.82,5.04,70.64,17.45,27.23,0
04-10-2025 22:05,8.82,4.92,70.55,17.45,27.02,0
04-10-2025 22:10,8.91,4.91,70.8,17.61,27.54,0
04-10-2025 22:15,8.99,5.12,72.3,17.4,27.69,0
04-10-2025 22:20,8.61,4.94,73.65,18.16,28.09,0
04-10-2025 22:25,9.01,4.95,74.14,18.48,28.97,0
04-10-2025 22:30,8.55,5.16,72.97,17.91,27.95,0
04-10-2025 22:35,9.38,5.02,71.82,17.96,28.28,0
04-10-2025 22:40,8.81,5.15,74.95,18.2,29.03,0
04-10-2025 22:45,8.86,5.04,72.15,18.19,28.63,0
04-10-2025 22:50,9.1,5,72,18.51,28.66,0
04-10-2025 22:55,9.3,4.99,72.93,18.11,28.36,0
04-10-2025 23:00,9.5,4.96,74.04,18.05,29.24,0
04-10-2025 23:05,9.47,5.08,72.77,18.39,29.49,0
04-10-2025 23:10,9.13,5.04,72.54,18.33,29.08,0
04-10-2025 23:15,9.06,5,73.24,18.34,29.19,0
04-10-2025 23:20,9.24,4.97,73.92,18.32,28.91,0
04-10-2025 23:25,9.45,4.97,73.7,18.5,29.95,0
04-10-2025 23:30,9.6,4.95,72.79,18.66,30.08,0
04-10-2025 23:35,8.94,4.92,74.13,18.72,30.36,0
04-10-2025 23:40,9.33,5.16,74.05,18.54,30.27,0
04-10-2025 23:45,9.14,5.26,73.55,18.89,30.61,0
04-10-2025 23:50,9.89,4.96,75.28,18.81,30.04,0
04-10-2025 23:55,9.5,5,73.5,18.56,30.24,0
05-10-2025 00:00,10.06,5.15,74.9,19.11,31.11,0
05-10-2025 00:05,9.79,5.21,75.41,18.99,30.77,0
05-10-2025 00:10,9.83,5.05,75.52,18.69,30.35,0
05-10-2025 00:15,9.77,5.01,76.65,19.02,31.09,0
05-10-2025 00:20,9.71,5.17,76.18,18.97,31.27,0
05-10-2025 00:25,9.82,5.16,76.01,19.01,31.93,0
05-10-2025 00:30,10.2,5.15,77.12,19.05,31.15,0
05-10-2025 00:35,9.69,5.01,76.38,19.02,31.34,0
05-10-2025 00:40,9.78,5.2,76.13,19.22,31.51,0
05-10-2025 00:45,10.18,5.08,76.33,19.54,32.4,0
05-10-2025 00:50,9.93,5.19,75.26,18.95,31.53,0
05-10-2025 00:55,9.79,5.23,76.59,19.11,31.93,0
05-10-2025 01:00,10.58,5.31,77.85,19.51,32.28,0
05-10-2025 01:05,10.12,5.08,75.79,19.06,32.11,0
05-10-2025 01:10,9.93,5.17,76.73,19.46,32.86,0
05-10-2025 01:15,9.61,5.11,77.06,19.54,32.66,0
05-10-2025 01:20,10.62,5.14,78.61,19.67,32.69,0
05-10-2025 01:25,10.16,5.02,77.49,19.63,33.04,0
05-10-2025 01:30,10.4,5.19,79.62,19.9,33.84,0
05-10-2025 01:35,10.9,5.09,76.92,19.64,33.32,0
05-10-2025 01:40,10.68,5.24,78.33,19.67,33.57,0
05-10-2025 01:45,10.3,5.41,76.75,19.73,33.27,0
05-10-2025 01:50,9.98,5.15,78.59,19.58,33.69,0
05-10-2025 01:55,10.06,5.34,78.31,20.11,33.9,0
05-10-2025 02:00,10.08,5.23,77.74,19.56,33.58,0
05-10-2025 02:05,10.43,5.11,78.04,19.86,33.68,0
05-10-2025 02:10,11.06,5.13,78.95,20.03,33.89,0
05-10-2025 02:15,10.96,5.15,79.44,20.26,34.65,0
05-10-2025 02:20,10.54,5.14,80.26,20.34,34.99,0
05-10-2025 02:25,10.59,5.33,80.45,19.86,35.04,0
05-10-2025 02:30,10.37,5.33,79.6,19.84,34.49,0
05-10-2025 02:35,10.48,5.22,79.83,19.86,34.49,0
05-10-2025 02:40,11.38,5.35,81.1,20.42,35.4,0
05-10-2025 02:45,10.58,5.15,79.92,20.34,35.03,0
05-10-2025 02:50,10.37,5.36,78.93,20.07,34.14,0
05-10-2025 02:55,10.99,5.47,79.9,20.47,35.57,0
05-10-2025 03:00,10.92,5.28,78.94,20.7,35.56,0
05-10-2025 03:05,10.83,5.31,81.96,20.53,36.06,0
05-10-2025 03:10,10.54,5.31,79.71,20.53,35.58,0
05-10-2025 03:15,11.33,5.25,80.93,20.36,35.55,0
05-10-2025 03:20,11.11,5.28,80.05,20.69,35.86,0
05-10-2025 03:25,10.55,5.35,81.15,20.46,35.74,0
05-10-2025 03:30,11.04,5.44,80.26,20.59,36.24,0
05-10-2025 03:35,11.24,5.32,80.55,21.12,36.43,0
05-10-2025 03:40,11.37,5.48,80.69,20.71,36.84,0
05-10-2025 03:45,10.84,5.29,81.15,20.79,36.6,0
05-10-2025 03:50,11.3,5.39,81.12,20.72,37.32,0
05-10-2025 03:55,11.37,5.46,80.96,20.94,37.08,0
05-10-2025 04:00,11.13,5.35,80.71,20.82,36.42,0
05-10-2025 04:05,11.18,5.48,80.95,21.12,36.79,0
05-10-2025 04:10,11.32,5.19,81.72,20.93,36.62,0
05-10-2025 04:15,10.59,5.38,81.86,20.94,36.52,0
05-10-2025 04:20,11.97,5.48,82.31,20.98,37.22,0
05-10-2025 04:25,11.09,5.3,81.24,21.1,37.07,0
05-10-2025 04:30,10.53,5.49,82.28,21.07,37.45,0
05-10-2025 04:35,11.73,5.38,81.99,21.04,36.73,0
05-10-2025 04:40,11.44,5.31,79.59,21.19,36.96,0
05-10-2025 04:45,11.69,5.43,82.73,20.92,37.32,0
05-10-2025 04:50,11.53,5.35,81.83,21.05,37.06,0
05-10-2025 04:55,11.31,5.38,80.51,20.99,36.47,0
05-10-2025 05:00,11.41,5.36,82.03,21.76,38.34,0
05-10-2025 05:05,10.92,5.31,81.59,20.84,37.25,0
05-10-2025 05:10,11.44,5.25,82.36,21.17,37.76,0
05-10-2025 05:15,12.11,5.48,81.36,20.73,36.81,0
05-10-2025 05:20,11.36,5.39,81.72,21.16,37.46,0
05-10-2025 05:25,11.15,5.38,81.86,20.94,37.37,0
05-10-2025 05:30,11.32,5.43,80.76,21.11,36.9,0
05-10-2025 05:35,11.54,5.47,80.9,21.17,37.11,0
05-10-2025 05:40,11.77,5.34,83.05,21.56,38.46,0
05-10-2025 05:45,11.31,5.4,82.64,21.11,38.3,0
05-10-2025 05:50,11.96,5.48,82.88,21.08,37.76,0
05-10-2025 05:55,11.71,5.46,82.28,21.42,37.78,0
05-10-2025 06:00,11.19,5.5,81.65,20.93,37.01,0
05-10-2025 06:05,11.35,5.42,83.3,21.22,37.66,0
05-10-2025 06:10,11.62,5.36,84.49,21.61,38.47,0
05-10-2025 06:15,11.05,5.4,82.03,21.18,37.56,0
05-10-2025 06:20,11.31,5.39,83.17,21.47,37.87,0
05-10-2025 06:25,11.52,5.47,82.27,21.57,38.25,0
05-10-2025 06:30,11.78,5.41,82.79,21.11,38.21,0
05-10-2025 06:35,11.27,5.61,83.27,21.64,38.32,0
05-10-2025 06:40,11.04,5.33,81.37,21.1,37.57,0
05-10-2025 06:45,11.23,5.38,81.69,21.22,37.63,0
05-10-2025 06:50,11.78,5.39,85.27,21.79,38.97,0
05-10-2025 06:55,11.08,5.41,82.66,21.39,38.15,0
05-10-2025 07:00,11.34,5.36,80.48,20.97,37.17,0
05-10-2025 07:05,11.05,5.39,82.11,21.27,37.47,0
05-10-2025 07:10,11.52,5.49,84.59,21.51,38.59,0
05-10-2025 07:15,11.24,5.44,82.1,20.95,37.34,0
05-10-2025 07:20,11.38,5.3,81.29,21.36,37.71,0
05-10-2025 07:25,11.25,5.52,83.58,21.29,37.62,0
05-10-2025 07:30,10.78,5.49,82.57,20.8,37.06,0
05-10-2025 07:35,11,5.41,81.92,21.45,37.96,0
05-10-2025 07:40,11.87,5.39,83.12,21.68,38.46,0
05-10-2025 07:45,11.01,5.52,83.38,21.31,37.96,0
05-10-2025 07:50,11.6,5.39,80.36,21.34,37.64,0
05-10-2025 07:55,11.41,5.53,81.7,21.12,37.47,0
05-10-2025 08:00,11.61,5.4,83.04,21.39,37.83,0
05-10-2025 08:05,11.53,5.44,80.18,21.34,37.33,0
05-10-2025 08:10,11.46,5.43,81.15,21.06,37.2,0
05-10-2025 08:15,11.49,5.34,82.52,20.95,37.61,0
05-10-2025 08:20,11.57,5.36,81.16,21.25,37.12,0
05-10-2025 08:25,11.43,5.34,83,20.94,37.66,0
05-10-2025 08:30,11.53,5.38,82.63,20.97,37.08,0
05-10-2025 08:35,11.45,5.34,80.81,20.98,36.55,0
05-10-2025 08:40,10.9,5.47,81.42,21.15,37.14,0
05-10-2025 08:45,11.59,5.43,81.12,21.25,37.12,0
05-10-2025 08:50,11.38,5.43,82.75,21.07,36.99,0
05-10-2025 08:55,11.74,5.35,82.62,21.11,36.95,0
05-10-2025 09:00,11.43,5.4,81.75,21.05,37.15,0
05-10-2025 09:05,10.49,5.38,81.1,20.82,36.22,0
05-10-2025 09:10,11.37,5.25,80.69,21.02,37.23,0
05-10-2025 09:15,11.72,5.31,81.84,21.17,37.12,0
05-10-2025 09:20,10.84,5.19,79.2,20.43,35.92,0
05-10-2025 09:25,10.43,5.19,80.59,20.54,35.39,0
05-10-2025 09:30,11.31,5.27,80.23,20.25,35.25,0
05-10-2025 09:35,10.83,5.44,82.22,20.66,36.01,0
05-10-2025 09:40,10.93,5.42,82.17,20.93,36.68,0
05-10-2025 09:45,10.97,5.32,80.6,20.59,36.19,0
05-10-2025 09:50,11.32,5.32,80.46,20.32,36.08,0
05-10-2025 09:55,11.15,5.15,80.09,20.34,35.53,0
05-10-2025 10:00,11.35,5.29,79.1,20.18,35.39,0
05-10-2025 10:05,10.65,5.25,79.13,20.03,34.17,0
05-10-2025 10:10,10.81,5.29,80.18,20.1,35.15,0
05-10-2025 10:15,10.5,5.15,78.28,20.06,34.16,0
05-10-2025 10:20,10.85,5.19,77.61,20.34,34.93,0
05-10-2025 10:25,10.77,5.22,81.6,20.11,34.92,0
05-10-2025 10:30,10.51,5.22,80.09,20.47,34.99,0
05-10-2025 10:35,10.82,5.3,79.67,20.32,34.84,0
05-10-2025 10:40,10.91,5.24,78.8,20.32,35.09,0
05-10-2025 10:45,10.15,5.23,79.19,19.84,33.2,0
05-10-2025 10:50,10.28,5.34,78.67,20.01,33.96,0
05-10-2025 10:55,10.12,5.31,79.09,20.13,34.52,0
05-10-2025 11:00,10.45,5.25,78.56,19.59,33.42,0
05-10-2025 11:05,10.8,5.24,79.17,20.32,34.85,0
05-10-2025 11:10,10.61,5.23,77.64,19.78,33.73,0
05-10-2025 11:15,9.96,5.1,76.64,19.64,33.17,0
05-10-2025 11:20,10.21,4.92,76.28,19.68,32.83,0
05-10-2025 11:25,10.26,5.13,78.58,19.57,33.07,0
05-10-2025 11:30,9.82,5.07,77.97,19.86,33.3,0
05-10-2025 11:35,10.13,5.24,75.59,19.5,32.13,0
05-10-2025 11:40,10.32,5.22,79.28,19.83,33.5,0
05-10-2025 11:45,10.15,5.24,78.38,19.42,32.64,0
05-10-2025 11:50,10.86,5.24,77.43,19.69,33.14,0
05-10-2025 11:55,9.37,5.17,76.11,19.42,32.24,0
05-10-2025 12:00,10.09,5.1,78.08,19.35,32.49,0
05-10-2025 12:05,9.65,5.13,77.38,19.02,31.87,0
05-10-2025 12:10,10.53,5.23,76.2,19.65,32.66,0
05-10-2025 12:15,10.57,4.98,77.88,19.42,32.51,0
05-10-2025 12:20,9.62,5.16,76.5,19.43,32.28,0
05-10-2025 12:25,9.93,5.21,76.89,19.14,32.01,0
05-10-2025 12:30,9.96,5.15,76.23,19.05,32.02,0
05-10-2025 12:35,9.53,5.16,75.43,18.78,30.49,0
05-10-2025 12:40,9.56,5.1,74.71,18.91,30.74,0
05-10-2025 12:45,10.2,5.12,76.05,19.23,31.78,0
05-10-2025 12:50,9.62,5.15,73.9,18.91,30.83,0
05-10-2025 12:55,9.39,5.13,73.37,18.77,30.44,0
05-10-2025 13:00,9.7,5.26,73.86,18.72,30.13,0
05-10-2025 13:05,9.56,5.15,75.34,18.36,30.06,0
05-10-2025 13:10,9.51,5,76.11,18.61,30.51,0
05-10-2025 13:15,9.83,4.93,75.36,18.7,30.62,0
05-10-2025 13:20,9.72,4.85,72.89,18.37,29.53,0
05-10-2025 13:25,9.57,4.98,74.84,18.47,29.82,0
05-10-2025 13:30,9.77,5.02,74.12,18.47,29.55,0
05-10-2025 13:35,8.9,4.96,73.26,18.37,29.58,0
05-10-2025 13:40,9.54,4.98,74.73,18.45,29.94,0
05-10-2025 13:45,9.35,5.15,74.24,18.55,30.18,0
05-10-2025 13:50,9.49,5.05,73.95,18.31,29.57,0
05-10-2025 13:55,9.57,4.98,73.12,18.28,29.12,0
05-10-2025 14:00,8.95,4.94,71.71,18.14,28.86,0
05-10-2025 14:05,8.56,5.03,74.16,18.62,28.97,0
05-10-2025 14:10,9.15,4.97,72.18,17.7,27.81,0
05-10-2025 14:15,9.07,5.02,72.55,18.1,28.6,0
05-10-2025 14:20,9.51,4.98,71.27,18.21,28.31,0
05-10-2025 14:25,9.01,5.05,73.72,18.01,29.34,0
05-10-2025 14:30,8.67,5.01,72.32,18.13,28.5,0
05-10-2025 14:35,8.72,4.96,74.18,17.83,28.37,0
05-10-2025 14:40,8.96,4.96,71.45,18.04,28.21,0
05-10-2025 14:45,8.27,4.96,71.96,17.47,27.42,0
05-10-2025 14:50,9.15,4.95,71.56,17.64,27.16,0
05-10-2025 14:55,8.82,4.85,71.44,17.54,27.38,0
05-10-2025 15:00,9.5,4.96,71.2,18.01,28.14,0
05-10-2025 15:05,9.25,5.16,71.53,17.85,28.06,0
05-10-2025 15:10,8.94,4.98,69.81,17.49,26.82,0
05-10-2025 15:15,9.19,4.92,71.77,17.47,27.4,0
05-10-2025 15:20,8.56,4.93,69.72,17.55,26.93,0
05-10-2025 15:25,8.98,5.08,71.7,17.3,27.15,0
05-10-2025 15:30,8.72,4.94,72.61,17.64,27.32,0
